0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1017,9,5,-29,-18,25,-29,9,-10,-45
0,0,0,0,0,0,0,2006,17,10,-58,-37,48,-56,18,-22,-88
0,0,0,0,0,0,0,3023,23,14,-89,-58,72,-82,26,-34,-130
0,0,0,0,0,0,0,3986,29,19,-117,-79,95,-105,35,-46,-168
0,0,0,0,0,0,0,5056,34,23,-148,-102,121,-128,45,-59,-208
0,0,0,0,0,0,0,5992,37,27,-176,-124,143,-146,54,-70,-241
0,0,0,0,0,0,0,7062,40,32,-206,-149,169,-165,64,-84,-276
0,0,0,0,0,0,0,8025,41,36,-234,-173,192,-180,74,-96,-306
